,0
652,0.0015313936
653,0.001529052
654,0.0015267176
655,0.0015243902
656,0.00152207
657,0.0015197569
658,0.0015174507
659,0.0015151515
660,0.0015128592
661,0.001510574
662,0.0015082957
663,0.001506024
664,0.0015037594
665,0.0015015015
666,0.0014992504
667,0.001497006
668,0.0014947683
669,0.0014925373
670,0.001490313
671,0.0014880953
672,0.0014858841
673,0.0014836795
674,0.0014814815
675,0.00147929
676,0.0014771048
677,0.0014749262
678,0.001472754
679,0.0014705883
680,0.0014684288
681,0.0014662757
682,0.0014641288
683,0.0014619883
684,0.001459854
685,0.001457726
686,0.0014556041
687,0.0014534884
688,0.0014513788
689,0.0014492754
690,0.001447178
691,0.0014450867
692,0.0014430014
693,0.0014409221
694,0.0014388489
695,0.0014367816
696,0.0014347202
697,0.0014326648
698,0.0014306152
699,0.0014285714
700,0.0014265336
701,0.0014245014
702,0.0014224751
703,0.0014204546
704,0.0014184397
705,0.0014164306
706,0.0014144272
707,0.0014124294
708,0.0014104373
709,0.0014084507
710,0.0014064697
711,0.0014044944
712,0.0014025245
713,0.0014005603
714,0.0013986015
715,0.001396648
716,0.0013947001
717,0.0013927576
718,0.0013908206
719,0.0013888889
720,0.0013869626
721,0.0013850415
722,0.0013831259
723,0.0013812155
724,0.0013793104
725,0.0013774105
726,0.0013755158
727,0.0013736264
728,0.0013717421
729,0.001369863
730,0.0013679891
731,0.0013661202
732,0.0013642565
733,0.0013623978
734,0.0013605442
735,0.0013586957
736,0.0013568521
737,0.0013550136
738,0.0013531799
739,0.0013513514
740,0.0013495276
741,0.0013477089
742,0.001345895
743,0.001344086
744,0.0013422819
745,0.0013404826
746,0.0013386881
747,0.0013368984
748,0.0013351135
749,0.0013333333
750,0.0013315579
751,0.0013297872
752,0.0013280213
753,0.0013262599
754,0.0013245033
755,0.0013227513
756,0.001321004
757,0.0013192613
758,0.0013175231
759,0.0013157895
760,0.0013140604
761,0.001312336
762,0.001310616
763,0.0013089005
764,0.0013071896
765,0.001305483
766,0.0013037809
767,0.0013020834
768,0.0013003901
769,0.0012987013
770,0.0012970169
771,0.0012953368
772,0.0012936611
773,0.0012919897
774,0.0012903226
775,0.0012886598
776,0.0012870013
777,0.001285347
778,0.0012836971
779,0.0012820513
780,0.0012804097
781,0.0012787724
782,0.0012771392
783,0.0012755102
784,0.0012738854
785,0.0012722646
786,0.001270648
787,0.0012690355
788,0.0012674271
789,0.0012658228
790,0.0012642225
791,0.0012626263
792,0.001261034
793,0.0012594458
794,0.0012578616
795,0.0012562814
796,0.0012547051
797,0.0012531328
798,0.0012515645
799,0.00125
800,0.0012484394
801,0.0012468828
802,0.00124533
803,0.0012437811
804,0.001242236
805,0.0012406948
806,0.0012391574
807,0.0012376237
808,0.0012360939
809,0.001234568
810,0.0012330456
811,0.0012315271
812,0.0012300123
813,0.0012285012
814,0.0012269939
815,0.0012254902
816,0.0012239902
817,0.001222494
818,0.0012210013
819,0.0012195122
820,0.0012180269
821,0.001216545
822,0.0012150669
823,0.0012135922
824,0.0012121212
825,0.0012106538
826,0.0012091899
827,0.0012077295
828,0.0012062726
829,0.0012048193
830,0.0012033695
831,0.0012019231
832,0.0012004802
833,0.0011990408
834,0.0011976048
835,0.0011961722
836,0.0011947431
837,0.0011933175
838,0.0011918951
839,0.0011904762
840,0.0011890606
841,0.0011876485
842,0.0011862396
843,0.0011848342
844,0.001183432
845,0.0011820331
846,0.0011806375
847,0.0011792453
848,0.0011778563
849,0.0011764705
850,0.0011750881
851,0.0011737089
852,0.0011723329
853,0.0011709601
854,0.0011695906
855,0.0011682243
856,0.0011668612
857,0.0011655012
858,0.0011641444
859,0.0011627907
860,0.0011614402
861,0.0011600928
862,0.0011587485
863,0.0011574074
864,0.0011560693
865,0.0011547344
866,0.0011534025
867,0.0011520737
868,0.001150748
869,0.0011494253
870,0.0011481056
871,0.0011467889
872,0.0011454754
873,0.0011441647
874,0.0011428571
875,0.0011415525
876,0.0011402508
877,0.0011389522
878,0.0011376564
879,0.0011363636
880,0.0011350738
881,0.0011337869
882,0.0011325028
883,0.0011312218
884,0.0011299435
885,0.0011286682
886,0.0011273957
887,0.0011261262
888,0.0011248594
889,0.0011235955
890,0.0011223345
891,0.0011210763
892,0.0011198209
893,0.0011185682
894,0.0011173184
895,0.0011160715
896,0.0011148272
897,0.0011135858
898,0.001112347
899,0.0011111111
900,0.001109878
901,0.0011086474
902,0.0011074197
903,0.0011061947
904,0.0011049723
905,0.0011037528
906,0.0011025359
907,0.0011013215
908,0.00110011
909,0.0010989011
910,0.0010976949
911,0.0010964912
912,0.0010952903
913,0.0010940919
914,0.0010928962
915,0.0010917031
916,0.0010905125
917,0.0010893246
918,0.0010881393
919,0.0010869565
920,0.0010857764
921,0.0010845987
922,0.0010834236
923,0.0010822511
924,0.0010810811
925,0.0010799136
926,0.0010787486
927,0.0010775862
928,0.0010764262
929,0.0010752688
930,0.0010741139
931,0.0010729614
932,0.0010718113
933,0.0010706638
934,0.0010695187
935,0.0010683761
936,0.0010672358
937,0.0010660981
938,0.0010649627
939,0.0010638298
940,0.0010626992
941,0.0010615712
942,0.0010604454
943,0.001059322
944,0.0010582011
945,0.0010570824
946,0.0010559662
947,0.0010548523
948,0.0010537407
949,0.0010526315
950,0.0010515247
951,0.0010504202
952,0.0010493179
953,0.001048218
954,0.0010471204
955,0.0010460251
956,0.001044932
957,0.0010438414
958,0.0010427529
959,0.0010416667
960,0.0010405828
961,0.001039501
962,0.0010384216
963,0.0010373445
964,0.0010362695
965,0.0010351967
966,0.0010341262
967,0.0010330578
968,0.0010319918
969,0.0010309279
970,0.0010298662
971,0.0010288066
972,0.0010277493
973,0.0010266941
974,0.001025641
975,0.0010245901
976,0.0010235414
977,0.0010224949
978,0.0010214505
979,0.0010204081
980,0.001019368
981,0.00101833
982,0.001017294
983,0.0010162601
984,0.0010152285
985,0.0010141988
986,0.0010131713
987,0.0010121458
988,0.0010111224
989,0.001010101
990,0.0010090817
991,0.0010080645
992,0.0010070493
993,0.0010060362
994,0.0010050251
995,0.001004016
996,0.001003009
997,0.001002004
998,0.001001001
999,0.001
1000,0.000999001
1001,0.000998004
1002,0.000997009
1003,0.000996016
1004,0.0009950249
1005,0.0009940357
1006,0.0009930487
1007,0.0009920635
1008,0.0009910803
1009,0.000990099
1010,0.0009891196
1011,0.0009881423
1012,0.0009871669
1013,0.0009861933
1014,0.0009852217
1015,0.000984252
1016,0.0009832842
1017,0.0009823183
1018,0.0009813543
1019,0.0009803922
1020,0.0009794319
1021,0.0009784736
1022,0.0009775171
1023,0.0009765625
1024,0.00097560976
1025,0.0009746589
1026,0.00097370986
1027,0.00097276265
1028,0.0009718173
1029,0.0009708738
1030,0.0009699321
1031,0.00096899224
1032,0.0009680542
1033,0.000967118
1034,0.00096618355
1035,0.00096525095
1036,0.00096432015
1037,0.00096339115
1038,0.0009624639
1039,0.00096153846
1040,0.00096061477
1041,0.0009596929
1042,0.0009587728
1043,0.0009578544
1044,0.0009569378
1045,0.00095602294
1046,0.00095510983
1047,0.0009541985
1048,0.00095328887
1049,0.00095238094
1050,0.00095147477
1051,0.00095057033
1052,0.0009496676
1053,0.0009487666
1054,0.0009478673
1055,0.0009469697
1056,0.0009460738
1057,0.0009451796
1058,0.00094428705
1059,0.00094339624
1060,0.00094250706
1061,0.00094161957
1062,0.00094073376
1063,0.00093984965
1064,0.00093896716
1065,0.0009380863
1066,0.00093720714
1067,0.0009363296
1068,0.0009354537
1069,0.00093457947
1070,0.0009337068
1071,0.0009328358
1072,0.00093196647
1073,0.0009310987
1074,0.0009302326
1075,0.000929368
1076,0.0009285051
1077,0.0009276438
1078,0.00092678407
1079,0.0009259259
1080,0.0009250694
1081,0.00092421443
1082,0.00092336105
1083,0.00092250924
1084,0.000921659
1085,0.00092081033
1086,0.0009199632
1087,0.00091911765
1088,0.00091827364
1089,0.0009174312
1090,0.0009165903
1091,0.0009157509
1092,0.0009149131
1093,0.0009140768
1094,0.000913242
1095,0.00091240875
1096,0.000911577
1097,0.0009107468
1098,0.0009099181
1099,0.0009090909
1100,0.00090826524
1101,0.000907441
1102,0.0009066183
1103,0.0009057971
1104,0.0009049774
1105,0.00090415915
1106,0.0009033424
1107,0.00090252707
1108,0.00090171327
1109,0.0009009009
1110,0.00090009003
1111,0.0008992806
1112,0.0008984726
1113,0.0008976661
1114,0.00089686096
1115,0.00089605735
1116,0.0008952551
1117,0.00089445437
1118,0.00089365506
1119,0.00089285715
1120,0.00089206063
1121,0.0008912656
1122,0.000890472
1123,0.0008896797
1124,0.0008888889
1125,0.0008880995
1126,0.0008873115
1127,0.0008865248
1128,0.0008857396
1129,0.00088495575
1130,0.0008841733
1131,0.00088339223
1132,0.00088261254
1133,0.0008818342
1134,0.0008810573
1135,0.0008802817
1136,0.00087950745
1137,0.00087873463
1138,0.00087796315
1139,0.000877193
1140,0.0008764242
1141,0.0008756567
1142,0.00087489065
1143,0.00087412586
1144,0.00087336247
1145,0.00087260036
1146,0.0008718396
1147,0.00087108015
1148,0.000870322
1149,0.00086956524
1150,0.00086880976
1151,0.00086805556
1152,0.0008673027
1153,0.0008665511
1154,0.0008658009
1155,0.00086505193
1156,0.00086430425
1157,0.00086355786
1158,0.0008628128
1159,0.00086206896
1160,0.00086132647
1161,0.0008605852
1162,0.00085984526
1163,0.00085910654
1164,0.0008583691
1165,0.00085763296
1166,0.000856898
1167,0.0008561644
1168,0.000855432
1169,0.00085470086
1170,0.00085397094
1171,0.0008532423
1172,0.00085251493
1173,0.00085178873
1174,0.0008510638
1175,0.0008503401
1176,0.00084961765
1177,0.00084889645
1178,0.0008481764
1179,0.0008474576
1180,0.00084674003
1181,0.0008460237
1182,0.00084530853
1183,0.0008445946
1184,0.00084388186
1185,0.00084317033
1186,0.00084245997
1187,0.0008417508
1188,0.0008410429
1189,0.00084033614
1190,0.00083963055
1191,0.0008389262
1192,0.000838223
1193,0.0008375209
1194,0.0008368201
1195,0.0008361204
1196,0.0008354219
1197,0.0008347245
1198,0.00083402835
1199,0.00083333335
1200,0.00083263946
1201,0.00083194673
1202,0.0008312552
1203,0.00083056476
1204,0.0008298755
1205,0.0008291874
1206,0.00082850043
1207,0.00082781457
1208,0.0008271299
1209,0.0008264463
1210,0.00082576385
1211,0.00082508253
1212,0.0008244023
1213,0.0008237232
1214,0.00082304527
1215,0.0008223684
1216,0.0008216927
1217,0.00082101807
1218,0.00082034455
1219,0.00081967213
1220,0.0008190008
1221,0.0008183306
1222,0.00081766146
1223,0.0008169935
1224,0.00081632653
1225,0.0008156607
1226,0.0008149959
1227,0.0008143322
1228,0.00081366964
1229,0.0008130081
1230,0.0008123477
1231,0.0008116883
1232,0.00081103
1233,0.00081037276
1234,0.0008097166
1235,0.0008090615
1236,0.00080840744
1237,0.00080775446
1238,0.0008071025
1239,0.0008064516
1240,0.00080580177
1241,0.000805153
1242,0.00080450525
1243,0.0008038585
1244,0.00080321287
1245,0.0008025682
1246,0.0008019246
1247,0.00080128206
1248,0.0008006405
1249,0.0008
1250,0.0007993605
1251,0.00079872203
1252,0.0007980846
1253,0.00079744816
1254,0.00079681276
1255,0.00079617836
1256,0.00079554494
1257,0.0007949126
1258,0.0007942812
1259,0.0007936508
1260,0.0007930214
1261,0.00079239305
1262,0.00079176563
1263,0.00079113926
1264,0.0007905138
1265,0.0007898894
1266,0.00078926596
1267,0.00078864355
1268,0.00078802207
1269,0.0007874016
1270,0.00078678207
1271,0.0007861635
1272,0.00078554597
1273,0.0007849294
1274,0.0007843137
1275,0.00078369904
1276,0.00078308536
1277,0.0007824726
1278,0.00078186084
1279,0.00078125
1280,0.0007806401
1281,0.0007800312
1282,0.0007794232
1283,0.0007788162
1284,0.0007782101
1285,0.000777605
1286,0.0007770008
1287,0.00077639753
1288,0.0007757952
1289,0.0007751938
1290,0.0007745933
1291,0.0007739938
1292,0.0007733952
1293,0.0007727975
1294,0.00077220076
1295,0.00077160494
1296,0.00077101
1297,0.00077041605
1298,0.0007698229
1299,0.00076923077
1300,0.0007686395
1301,0.00076804915
1302,0.0007674597
1303,0.00076687115
1304,0.00076628354
1305,0.0007656968
1306,0.00076511095
1307,0.000764526
1308,0.00076394196
1309,0.0007633588
1310,0.00076277653
1311,0.0007621951
1312,0.00076161465
1313,0.000761035
1314,0.00076045626
1315,0.0007598784
1316,0.0007593014
1317,0.00075872533
1318,0.0007581501
1319,0.00075757573
1320,0.0007570023
1321,0.0007564296
1322,0.0007558579
1323,0.000755287
1324,0.000754717
1325,0.0007541478
1326,0.0007535795
1327,0.000753012
1328,0.0007524454
1329,0.0007518797
1330,0.0007513148
1331,0.00075075077
1332,0.00075018755
1333,0.0007496252
1334,0.0007490637
1335,0.000748503
1336,0.0007479432
1337,0.00074738415
1338,0.000746826
1339,0.00074626866
1340,0.00074571214
1341,0.0007451565
1342,0.00074460165
1343,0.00074404763
1344,0.0007434944
1345,0.00074294204
1346,0.0007423905
1347,0.00074183976
1348,0.00074128987
1349,0.00074074074
1350,0.0007401924
1351,0.000739645
1352,0.0007390983
1353,0.0007385524
1354,0.00073800737
1355,0.0007374631
1356,0.0007369197
1357,0.000736377
1358,0.0007358352
1359,0.00073529413
1360,0.00073475385
1361,0.0007342144
1362,0.0007336757
1363,0.00073313783
1364,0.00073260075
1365,0.0007320644
1366,0.0007315289
1367,0.00073099416
1368,0.0007304602
1369,0.000729927
1370,0.0007293946
1371,0.000728863
1372,0.00072833215
1373,0.00072780205
1374,0.0007272727
1375,0.0007267442
1376,0.0007262164
1377,0.0007256894
1378,0.00072516315
1379,0.0007246377
1380,0.00072411296
1381,0.000723589
1382,0.0007230658
1383,0.00072254334
1384,0.0007220217
1385,0.0007215007
1386,0.0007209805
1387,0.0007204611
1388,0.0007199424
1389,0.00071942445
1390,0.0007189073
1391,0.0007183908
1392,0.0007178751
1393,0.0007173601
1394,0.00071684585
1395,0.0007163324
1396,0.0007158196
1397,0.0007153076
1398,0.0007147963
1399,0.0007142857
1400,0.00071377587
1401,0.0007132668
1402,0.0007127584
1403,0.0007122507
1404,0.0007117438
1405,0.00071123755
1406,0.00071073207
1407,0.0007102273
1408,0.0007097232
1409,0.00070921984
1410,0.0007087172
1411,0.0007082153
1412,0.00070771406
1413,0.0007072136
1414,0.00070671376
1415,0.0007062147
1416,0.0007057163
1417,0.00070521864
1418,0.0007047216
1419,0.0007042253
1420,0.00070372975
1421,0.00070323487
1422,0.0007027407
1423,0.0007022472
1424,0.0007017544
1425,0.00070126227
1426,0.0007007708
1427,0.0007002801
1428,0.0006997901
1429,0.0006993007
1430,0.000698812
1431,0.000698324
1432,0.0006978367
1433,0.0006973501
1434,0.0006968641
1435,0.0006963788
1436,0.00069589424
1437,0.0006954103
1438,0.00069492706
1439,0.00069444446
1440,0.0006939625
1441,0.0006934813
1442,0.0006930007
1443,0.00069252076
1444,0.00069204153
1445,0.00069156295
1446,0.000691085
1447,0.00069060776
1448,0.0006901311
1449,0.0006896552
1450,0.00068917987
1451,0.00068870524
1452,0.00068823126
1453,0.0006877579
1454,0.0006872852
1455,0.0006868132
1456,0.0006863418
1457,0.00068587105
1458,0.00068540097
1459,0.0006849315
1460,0.0006844627
1461,0.00068399456
1462,0.000683527
1463,0.0006830601
1464,0.00068259385
1465,0.00068212824
1466,0.0006816633
1467,0.0006811989
1468,0.0006807352
1469,0.0006802721
1470,0.00067980966
1471,0.00067934784
1472,0.0006788866
1473,0.00067842606
1474,0.0006779661
1475,0.0006775068
1476,0.00067704805
1477,0.00067658996
1478,0.0006761325
1479,0.0006756757
1480,0.00067521946
1481,0.0006747638
1482,0.00067430886
1483,0.00067385443
1484,0.00067340065
1485,0.0006729475
1486,0.00067249493
1487,0.000672043
1488,0.00067159167
1489,0.00067114097
1490,0.0006706908
1491,0.0006702413
1492,0.00066979235
1493,0.00066934404
1494,0.0006688963
1495,0.0006684492
1496,0.0006680027
1497,0.0006675568
1498,0.0006671114
1499,0.00066666666
